
10,68,66,3.03,04252015
9,69,66,4.55,04252015
8,66,66,0.0,04252015
7,72,66,9.09,04252015
6,71,66,7.58,04252015
5,69,66,4.55,04252015
4,70,66,6.06,04252015
3,68,66,3.03,04252015
2,67,66,1.52,04252015
1,64,66,3.03,04252015
